"orig_text","twitter_img_urls","newspaper_img_urls","_mkv_child"
"Breaking!!! New Prince Philip variant @garethicke  https://t.co/HB8FD6Lxhz","https://pbs.twimg.com/media/Ey-A7kQWQAM3vqk.jpg",,0
"That is a pity because Prince Philip was a Navel man through and through.","",,0
"Lovely to enjoy some normality with friends after so long. We also toasted to Prince Philip who was President of the club. @ The In &amp; Out - Naval and Military Club  https://t.co/e6KbW6Sdeg","",,0
"Prince Philip and the Queen cuddle with great-grandchildren in Kate Middleton photo | Daily Mail Online a beautiful photo  https://t.co/x34mdHyVUE","",,0
"Prince Philip's funeral: Who will attend &amp; who will stay at home? - The Sun  https://t.co/az3tgI3UNC","",,0
"I see in 2021 the Telegraph is suggesting a new #RoyalYachtBritannia as a tribute to #PrincePhilip. See also 2016, 2017, 2018 and 2020 (and presumably 2019 as well but I can only put on 4 images.  https://t.co/wJlm1aijvu","https://pbs.twimg.com/media/Ey-CS-yWQAQ7dcd.jpg",,0
"I see in 2021 the Telegraph is suggesting a new #RoyalYachtBritannia as a tribute to #PrincePhilip. See also 2016, 2017, 2018 and 2020 (and presumably 2019 as well but I can only put on 4 images.  https://t.co/wJlm1aijvu","https://pbs.twimg.com/media/Ey-CTaAWUAgWSAW.jpg",,1
"I see in 2021 the Telegraph is suggesting a new #RoyalYachtBritannia as a tribute to #PrincePhilip. See also 2016, 2017, 2018 and 2020 (and presumably 2019 as well but I can only put on 4 images.  https://t.co/wJlm1aijvu","https://pbs.twimg.com/media/Ey-CT2NXEAQWEjq.jpg",,2
"I see in 2021 the Telegraph is suggesting a new #RoyalYachtBritannia as a tribute to #PrincePhilip. See also 2016, 2017, 2018 and 2020 (and presumably 2019 as well but I can only put on 4 images.  https://t.co/wJlm1aijvu","https://pbs.twimg.com/media/Ey-CUS6XMAUpG8D.jpg",,3
"@celebrityradio Hi Alex, have you noticed @planetjedward mocking the death of Prince Philip? Disgusting bastards.","",,0
"This is why I love “Paris Match.” They give you photos nobody else has. Prince Philip and his favorite child Anne - his carbon copy, it says. And that day when Princess Elizabeth at 13 was said to have fallen in love with Philip. She’s on the front row, he’s laughing in the back.  https://t.co/02nv7NdGU8","https://pbs.twimg.com/media/Ey-CZoSXAAE6ga3.jpg",,0
"This is why I love “Paris Match.” They give you photos nobody else has. Prince Philip and his favorite child Anne - his carbon copy, it says. And that day when Princess Elizabeth at 13 was said to have fallen in love with Philip. She’s on the front row, he’s laughing in the back.  https://t.co/02nv7NdGU8","https://pbs.twimg.com/media/Ey-CaK5WQAI77L_.jpg",,1
"Prince William &amp; Kate Middleton Share New Of Prince Philip With George, Charlotte &amp; Louis  https://t.co/VgFgnj0hk0  https://t.co/hULkuNL77l","https://pbs.twimg.com/media/Ey-ChNrUUAQg2j9.jpg",,0
"Princess Anne makes first public appearance since Prince Philip's death - The Telegraph  https://t.co/mgGzJpe1Ho","",,0
"lol they're doing surge testing in my area coz of a variant but when you go on the council's website the homepage is taken up by a mourning message for Prince Philip and you have to scroll halfway down before it says anything about rona testing. Nice","",,0
"Prince Philip: Royal Family releases Kate's photo of Queen and duke with seven great-grandchildren  https://t.co/Jx3AI6FL0k What a lovely Photo.","",,0
"@chrisshipitv @ITV @itvhub It seems most people know very little about Prince Philip- possibly because he hated talking about himself.","",,0
"Such a wonderful photograph released earlier today by the Royal Family showing Her Majesty the Queen and the Duke of Edinburgh with some of their great-grandchildren during the summer of Balmoral Castle in 2018. #PrincePhilip #PrincePhilipRIP #RIPPrincePhilip  https://t.co/HHQzCVv4JE","https://pbs.twimg.com/media/Ey-DdQEWEAQcV08.jpg",,0
"The touching jewellery the Queen and Kate Middleton will wear to honour Prince Philip at funeral  https://t.co/eS9jZpTUB2","",,0
"Princess Eugenie's personal tribute to Prince Philip will make you cry -  https://t.co/Xm3YIEsvE6  https://t.co/QjwfyRycPQ","",,0
"105 - Prince Philip and Being gay at work   https://t.co/yCH0Kdk7b0 @ashmca @all_teeth_","",,0
"Meghan Markle ""Wishes"" She Could Attend Prince Philip's Funeral | E! News - E! News  https://t.co/aRqfwHjL28","",,0
"On Saturday 17th whilst at @ThoresbyPark we will pause operations at 3pm to pay our respects to #PrincePhilip. We ask you to joim us and will mark the start and end of the silence with vehement whistling  https://t.co/0Fv6dnYjr1","https://pbs.twimg.com/media/Ey-EjPqWYAQCFJQ.jpg",,0
"#PrincePhilip and #TheQueen surrounded by 7 of their greatchildren at Balmoral Castle in 2018.   Photo taken by the Duchess of Cambridge  https://t.co/d3yzSePgYv","https://pbs.twimg.com/media/Ey-E2tMVgAMunpH.jpg",,0
"MasterChef winner Tom Rhodes finally announced after delay due to Prince Philip's death  https://t.co/3gHtxdFufv  https://t.co/RkX79Lv8pD","https://pbs.twimg.com/media/Ey-E_D1XEAgTjg2.png",,0
"A photo from the private collection of the #RoyalFamily. Remembering #PrincePhilip as a much loved husband, grandfather and great grandfather.  Taken in 2015.  https://t.co/Vhi1S6uQTS","https://pbs.twimg.com/media/Ey-FN8_VgAM67kZ.jpg",,0
"""Her Majesty decreed no royals wearing military uniforms for Prince Philip's funeral! Hours before showing my boys suited; Mummy knows! In uniform at Harry's wedding! Apparently the navy displeasured HRH Duke of York wanting to wear an Admiral uniform &amp; the ruling imposed!"" Diana  https://t.co/0irGr6JHO3","https://pbs.twimg.com/media/Ey-FKDBXMAgWpKE.jpg",,0
"""Her Majesty decreed no royals wearing military uniforms for Prince Philip's funeral! Hours before showing my boys suited; Mummy knows! In uniform at Harry's wedding! Apparently the navy displeasured HRH Duke of York wanting to wear an Admiral uniform &amp; the ruling imposed!"" Diana  https://t.co/0irGr6JHO3","https://pbs.twimg.com/media/Ey-FPSbXEAAidn3.jpg",,1
"@kieraneverson I think Israel is also much more friendly towards Britain than Palestine. Palestine would gladly see us, and America and other Western nations, wiped off the map. Israel, on the other hand, even was one of the First Nations to offer condolences for Prince Philip","",,0
"The most revealing part of this will be the fact that the Royal Family would indeed forgive and “put differences aside” but would #MeghanMarkle do the same if Prince Philip hadn’t have died so soon after their Oprah interview and media shit storm?  🤥","",,0
"Duchess of York WON'T attend Prince Philip's funeral but has been supporting the Queen by accompanying her on daily walks  https://t.co/ZKHyL29ke6","",,0
"Prince Philip's warning to Kym Marsh's pal after she 'poked' Duke 'Steady on, girl!'  https://t.co/GT8qDXHlfX  https://t.co/S2QHJ7MHTK","https://pbs.twimg.com/media/Ey-G-TGW8AEJ2ER.jpg",,0
"Prince Philip and the Queen's stunning previously unseen portrait revealed - HELLO!  https://t.co/LTBC9ucs0Z","",,0
"The Brass was not amused...... I bet Prince Philip would have been though!","",,0
"@elmalvinense 2/2 In fact, this is utter rubbish. You've taken the words of a man saying war was tough (no sh*t, Sherlock) and are pretending he's admitting the aircraft carrier he was stood in was sunk?? Were the Queen and Prince Philip in scuba gear as this conversation happened? 😂😂😂","",,0
"#PrincePhilip #PrinceAndrew #Queen  #funeral #CovidVaccine #lockdown #ruleofsix  @ukcolumn @faking_space @Albion_Rover @garethicke  looks like we have a baby sitter for the attendees,   any person limit for Evil Royals?  https://t.co/shKaQsmiZa","https://pbs.twimg.com/media/Ey-HkeXXAAIbqMK.jpg",,0
"Royals Share Adorable Photos of Prince Philip Surrounded by Seven of His great-grandchildren  https://t.co/MAJESz4K0O via @YouTube","",,0
"@hardmanr @victoriaarbiter @MailOnline What a great read. Thank you. It makes me wonder about comment on the RF as if they have never experienced division or sacrifice in their lives. Prince Philip surely has. Appears he managed to hold his values and those that matter close, despite challenges","",,0
"@DailyMailUK Good ,  #PrincePhilip wouldn’t have wanted her. #suckmytoes #fergie #britishroyalfamily she is a disgrace","",,0
"#JesusChrist #Bible #Tune1st #อินโดนีเซียขอโทษไทย #CookWithComali2 #ChauvinTrial #MaskeleriYakTuerkiye #RCBvsSRH #MaskeleriYakTuerkiye #RCBvsSRH #elconquis13 #Gomora #HalaMadrid #LiverpoolRealMadrid #masumiyet #PSGFCB #PrincePhilip #Ukraine #uominiedonne #YazıklarOlsun #emanet  https://t.co/NUv245MJhX","https://pbs.twimg.com/media/Ey-JdvmXEAAf_Zl.jpg",,0
"@antpickles @truthorbare @NZParliament Awww ... what a lovely tribute to #PrincePhilip from people in New Zealand!  😍","",,0
"@Newtwee27804203 The Queen was a young girl &amp; the salute was instigated, by her Uncle Edward, who was a Nazi sympathiser. The Queen Mother used to call Prince Philip, the 'Hun'. https://t.co/t8youMoOoY","",,0
"@yankeewally2 @RoyalFamily Prince Philip's last word about Meghan Dangerous.","",,0
"@MrefuMweupe @MailOnline Prince Philip was highly embarrassed by this","",,0
"@standardnews @tnewtondunn So we have Prince Philip as the (recently deceased) grandfather.  Boris is now to be the rumpled father-cum-weathercock.  And presumably Prince Andrew is the wayward son.  Fortunately, you don't have to choose this family.","",,0
"Princess Anne pays tribute to Prince Philip with symbolic outfit detail  https://t.co/BKIO4D2Gox","",,0
"PRINCE PHILIP???","",,0
"@brittanygadoury @EnglishCoastUK I feel the Queen has made the correct decision. Prince Philip has to be the main focus, end of.","",,0
"Giles Brandreth is releasing a book about the late Prince Philip and I read some excerpts from it on Yahoo today. Who would buy it though?  I suspect it will be in Bookworld in July for £1 or free with bulk purchase.","",,0
"@SkyNews please tell @toryboypierce Prince Philip was not descended from the Habsburgs. They were a Catholic dynasty. He was most definitely from the Hesse Protestant dynasty and the Queen is descended from the Saxe-Coburg-Gotha Protestant dynasty. He needs to learn his history.","",,0
